objectid;cod_ibge;cod_ses;cod_regiao_uf;macrorregiao_saude;regiao_saude;nome_regiao_saude;crs;municipio;cod_cnes;nome_da_unidade;telefone;nome_razao_social;cod_tipo_un;ds_tipo_un;ds_natureza;tp_gestao;latitude;longitude;equipamento;complemento;cep;endereco;adulto_leito_uti;status
3544;4314001;431400;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Paraí;2241218;HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA PARAÍ;;HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.593467;-51.786997;Hospital; ;95360-000;RUA HENRIQUE LENZI, 15 - CENTRO;;ATIVO
3553;4310306;431030;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Ilópolis;2252139;HOSPITAL BENEFICENTE LEONILDA BRUNET;;CONGREGACAO DAS IRMAS SERVAS DA IMAC CONCEICAO DA VIRGEM MA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.931145;-52.123582;Hospital; ;95990-000;RUA JOAO TOMASINI, 495 - CENTRO;;ATIVO
3566;4304606;430460;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Canoas;3508528;HOSPITAL UNIVERSITARIO ULBRA;;ASSOCIACAO EDUCADORA SAO CARLOS AESC;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.88642461;-51.16604238;Hospital; ;92425-900;AVENIDA FARROUPILHA, 8001 - SAO JOSE;26.0;ATIVO
3569;4318408;431840;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;São Jerônimo;6424236;HCSJ HOSPITAL DE CARIDADE SAO JERONIMO;;ASSOCIACAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RGSUL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.959743;-51.715483;Hospital; ;96700-000;RUA RIO BRANCO, 1008 - BELA VISTA;;ATIVO
3571;4311106;431110;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;Jaguari;2244152;HOSPITAL DE CARIDADE DE JAGUARI;;HOSPITAL DE CARIDADE DR ASTROGILDO DE AZEVEDO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.493237;-54.690892;Hospital; ;97760-000;RUA SETE DE SETEMBRO, 910 - CENTRO;;ATIVO
3576;4316808;431680;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Santa Cruz do Sul;2254964;HOSPITAL SANTA CRUZ;;ASSOCIACAO PROENSINO EM SANTA CRUZ DO SUL;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.720055;-52.426561;Hospital; ;96810-072;RUA FERNANDO ABOTT, 174 - CENTRO;10.0;ATIVO
3580;4304309;430430;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Cândido Godói;2250675;HOSPITAL SANTO AFONSO;;ASSOCIACAO HOSPITALAR SANTO AFONSO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;DUPLA;-27.948539;-54.754491;Hospital;CASA;98970-000;RUA JOAO MAGALHAES, 146 - CENTRO;;ATIVO
3581;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;5026253;HOSPITAL PORTO ALEGRE;;ASSSOCIACAO DOS FUNCIONARIOS MUNICIPAIS DE PORTO ALEGRE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.045211;-51.216909;Hospital; ;90050-010;RUA ANTONIO FRANCISCO DS ROCHA, 100 - AZENHA;17.0;ATIVO
3582;4307708;430770;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Esteio;2232030;HOSPITAL SAO CAMILO ESTEIO;;FUNDACAO DE SAUDE PUBLICA SAO CAMILO DE ESTEIO;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.839161;-51.161425;Hospital; ;93260-460;RUA CASTRO ALVES, 948 - TEOPOLIS;8.0;ATIVO
3586;4308607;430860;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Garibaldi;2257645;HOSPITAL SAO PEDRO;;HOSPITAL BENEFICENTE SAO PEDRO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.253891;-51.533831;Hospital; ;95720-000;RUA 31 DE OUTUBRO, 7 - CENTRO;;ATIVO
3627;4306304;430630;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;David Canabarro;2246937;HOSPITAL SAO JOSE - DAVID CANABARRO;;SOCIEDADE HOSPITALAR BENEFICENTE SAO JOSE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.388485;-51.848215;Hospital; ;99980-000;RUA OCTAVIO BERNARDI, 393 - CENTRO;;ATIVO
3642;4303806;430380;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Campinas do Sul;2249529;HOSPITAL MUNICIPAL DE CAMPINAS DO SUL;;PREFEITURA MUNICIPAL DE CAMPINAS DO SUL;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;ESTADUAL;-27.717757;-52.62033;Hospital; ;99660-000;R ATILIO GUSBERTI, 771 - CENTRO;;ATIVO
3646;4312609;431260;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Muçum;2707942;HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA MUÇUM;;ASSOCIACAO BENEFICENTE DE MUCUM ABM;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.167029;-51.870134;Hospital; ;95970-000;RUA PINHEIRO MACHADO, 342 - CENTRO;;ATIVO
3668;4303400;430340;471;Norte;15;REGIÃO 15 - CAMINHO DAS ÁGUAS;02ª CRS;Caiçara;2228548;HOSPITAL S ROQUE CAICARA;;SOCIEDADE HOSPITALAR DE CAICARA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.27417;-53.431354;Hospital; ;98440-000;RUA D PEDRO I, 10 - CENTRO;;ATIVO
3670;4310207;431020;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Ijuí;2261057;HOSPITAL DE CARIDADE DE IJUI;;ASSOCIACAO HOSPITAL DE CARIDADE IJUI;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.393698;-53.910702;Hospital;CAIXA POSTAL 92;98700-000;AV DAVID JOSE MARTINS, 152 - CENTRO;20.0;ATIVO
3678;4321451;432145;486;Vales;30;REGIÃO 30 - VALE DA LUZ;16ª CRS;Teutônia;2252244;HOSPITAL OURO BRANCO;;ASSOCIACAO BENEFICENTE OURO BRANCO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.472122;-51.811932;Hospital; ;95890-000;RUA FERNANDO FERRARI, 506 - LANGUIRU;;ATIVO
3679;4316907;431690;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Santa Maria;2244268;HOSPITAL DE GUARNICAO DE SANTA MARIA;;HOSPITAL DE GUARNICAO DE SANTA MARIA;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.6853098;-53.8269661;Hospital;;97010-320;RUA MAL HERMES,  - PASSO DAREIA;;ATIVO
3686;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;507237;HOSPITAL HUMANIZA;;HOSPITAL CCG SAUDE LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.024819;-51.2102319;Hospital;;90035-005;RAMIRO BARCELOS, 621 - INDEPENDENCIA;;ATIVO
3687;4318507;431850;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;São José do Norte;2233355;HOSPITAL MUNICIPAL SAO JOSE DO NORTE;;PREFEITURA MUNICIPAL DE SAO JOSE DO NORTE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-32.009654;-52.041029;Hospital; ;96225-000;RUA DR EDGARDO PEREIRA VELHO, 286 - CENTRO;;ATIVO
3691;4322806;432280;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Veranópolis;2707977;HOSPITAL COMUNITARIO SAO PEREGRINO LAZZIOZI;;ASSOCIACAO VERANENSE DE ASSISTENCIA EM SAUDE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.926924;-51.548216;Hospital; ;95330-000;RUA SAUL IRINEU FARINA, 160 - SAO PEREGRINO;;ATIVO
3694;4306601;430660;478;Sul;22;REGIÃO 22 - PAMPA;07ª CRS;Dom Pedrito;2262002;HOSPITAL SAO LUIZ DOM PEDRITO;;SANTA CASA DE CARIDADE DE DOM PEDRITO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-30.981331;-54.669914;Hospital; ;96450-000;DUQUE DE CAXIAS, 1348 - CENTRO;;ATIVO
3720;4302352;430235;482;Serra;26;REGIÃO 26 - UVA VALE;05ª CRS;Bom Princípio;2241129;HOSPITAL  SAO PEDRO CANISIO;;ASSOCIACAO BENEFICENTE SAO PEDRO CANISIO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.490156;-51.356326;Hospital; ;95765-000;RUA SAO PEDRO CANISIO, 27 - CENTRO;;ATIVO
3723;4323002;432300;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Viamão;4068513;HOSPITAL COLONIA ITAPUA VIAMAO;;SSMA HOSPITAL COLONIA ITAPUA;7;HOSPITAL ESPECIALIZADO;ADMINISTRAÇÃO PÚBLICA;ESTADUAL;-30.3499669;-51.0011818;Hospital;;94750992;ESTRADA FREI PACIFICO, 500 - ITAPOA;;ATIVO
3734;4303103;430310;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Cachoeirinha;2232103;HOSPITAL PADRE JEREMIAS CACHOERINHA;;FUNDACAO UNIVERSITARIA DE CARDIOLOGIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.94037;-51.080418;Hospital; ;94910-030;LINDOLFO WAGNER, 185 - PARQUE DA MATRIZ;;ATIVO
4030;4312005;431200;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Mariano Moro;2796902;HOSPITAL DE PEQUENO PORTE RINO FANTIN;;MUNICIPIO DE MARIANO MORO;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.352;-52.147223;Hospital;;99790-000;RUA DOMINGOS MOCELIN, 400 - CENTRO;;ATIVO
4031;4309258;430925;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Guabiju;2241056;HOSPITAL BENEFICENTE SAO PEDRO;;UNIDADE MISTA DE SAUDE GUABIJU;15;UNIDADE MISTA;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.543;-51.689608;Hospital;;95355-000;RUA TIRADENTES, 3 - CENTRO;;ATIVO
4032;4311122;431112;480;Serra;24;REGIÃO 24 - CAMPOS DE CIMA DA SERRA;05ª CRS;Jaquirana;2241196;HOSPITAL CARLOS AUMOND UNIDADE MISTA;(54)32531001;PREFEITURA MUNICIPAL DE JAQUIRANA;15;UNIDADE MISTA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.88305;-50.361;Hospital;;95420-000;RUA INACIO RODRIGUES, 395 - CENTRO;;ATIVO
4033;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;3345254;CLINICA E PRONTO SOCORRO TERESOPOLIS;(51) 3249666;PRONTOCLIN CLINICA MEDICA DE URGENCIA LTDA;20;PRONTO SOCORRO GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.093;-51.223543;Hospital;;91720-000;AVENIDA NONOAI, 1449 - NONOAI;;ATIVO
4034;4316402;431640;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Rosário do Sul;2818353;PLANTAO DE URGENCIA 24 HORAS;(55)3231-2700;PREFEITURA MUNICIPAL DE ROSARIO DO SUL;20;PRONTO SOCORRO GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.252026;-54.916635;Hospital; ;97590-000;RUA SETE DE SETEMBRO, 2257 - CENTRO;;ATIVO
4035;4317509;431750;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Santo Ângelo;2256010;PRONTO SOCORRO MAUA;(55)33132860;PRONTO SOCORRO E BANCO DE SANGUE MAUA LTDA;20;PRONTO SOCORRO GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-28.304;-54.25881;Hospital;;98801-726;RUA SETE DE SETEMBRO, 1164 - CENTRO;;ATIVO
4036;4317400;431740;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;Santiago;2243032;PRONTO SOCORRO MUNICIPAL;(55) 32514115;MUNICIPIO DE SANTIAGO;20;PRONTO SOCORRO GERAL;ADMINISTRAÇÃO PÚBLICA;DUPLA;-29.197638;-54.866164;Hospital; ;97700-000;RUA SETE DE SETEMBRO, 570 - CENTRO;;ATIVO
4037;4313409;431340;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Novo Hamburgo;6090745;PRONTOMED NOVO HAMBURGO LTDA;51 35844550;PRONTOMED NOVO HAMBURGO LTDA;20;PRONTO SOCORRO GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.688;-51.130028;Hospital;LOJA 02;93320-043;PRIMEIRO DE MARCO, 453 - CENTRO;;ATIVO
4149;4316907;431690;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Santa Maria;6359167;CAUZZO MEIRELLES POLICLINICA;(55) 3027.7000;CAUZZO MEIRELLES POLICLINICA LTDA;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.69118847;-53.80663383;Hospital;KM 5;97110620;RS 509, 2035 - BAIRRO SÃO JOSE;;ATIVO
4150;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;5236134;CENTRO DE TRATAMENTO CASA CLARA LTDA;32834372/1277;CENTRO DE TRATAMENTO CASA CLARA LTDA;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.11629874;-51.10102924;Hospital;;95060145;AVENIDA RIO BRANCO, 340 - ANA RECH;;ATIVO
4151;4304606;430460;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Canoas;3463931;COLOPROCTO LTDA CANOAS;51 34760845;COLOPROCTO CLINICA DO APARELHO DIGESTIVO SOCIEDADE SIMPLES L;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.90406;-51.17211436;Hospital;;92410392;BOQUEIRAO, 756 - IGARA;;ATIVO
4152;4322806;432280;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Veranópolis;2240238;CVD DIAGNOSTICO POR IMAGEM;54 34411890;CENTRO VERANENSE DE DIAGNOSTICOS LTDA;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-28.92706596;-51.54863619;Hospital;;95330000;JULIO DE CASTILHOS, 784 - CENTRO;;ATIVO
4153;4319802;431980;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;São Vicente do Sul;2244136;HOSPITAL DE SAO VICENTE DO SUL;(55) 3257 2446;PREFEITURA MUNICIPAL DE SAO VICENTE DO SUL;62;HOSPITAL/DIA - ISOLADO;ADMINISTRAÇÃO PÚBLICA;ESTADUAL;-29.69514725;-54.67174546;Hospital;;97420000;RUA ANTONIO GOMES,386 - CENTRO;;ATIVO
4154;4307906;430790;482;Serra;26;REGIÃO 26 - UVA VALE;05ª CRS;Farroupilha;6631835;HOSPITAL DIA E PRONTO ATENDIMENTO FARROUPILHA;54 3260.7300;UNIMED SERRA GAUCHA RS COOP DE ASSISTENCIA A SAUDE LTDA;62;HOSPITAL/DIA - ISOLADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.20014747;-51.34765717;Hospital;QUADRA1286;95174350;AVENIDADOS ROMEIROS, 2000;;ATIVO
2557;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2237806;HOSPITAL PSIQUIATRICO SAO PEDRO;;HOSPITAL PSIQUIATRICO SAO PEDRO;7;HOSPITAL ESPECIALIZADO;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.0611066;-51.1895365;Hospital;;90650-001;AVENIDA BENTO GONCALVES, 2460 - PARTENON;;ATIVO
