;GmlId;objectid;cd_snisb;nm_barragem;nm_secundario;uso_principal;uf;municipio;risco;dano_potencial;nm_empreendedor;tp_empreendedor;org_fiscalizador;cd_bar_fiscalizador;regulada_pnsb;nm_autorizacao;pae;psb;rev_periodica;dt_ult_fiscalizacao;barragem_autuada;altura_fundacao_m;altura_terreno_m;capacidade_hm3;comp_coroamento_m;tp_material;uso_complementar;cd_curso_agua_barrado;nm_curso_agua;regiao_hidrografica;unidade_gestao;dt_ult_inspecao;tp_ult_inspecao;nv_perigo_global;possui_eclusa;fase_vida;latitude;longitude;completude_dados;barragem_outorgada;empreendedor_identificado;info_altura;maior_altura;faixa_altura;info_volume;fx_volume;info_altura_volume;classificada_cri;classificada_dpa;inspecao;fiscalização;mais_preocupa;n;sequencia;cd_ibge;nome_mun;corede;regiao_func;Shape
2832;Cadastro_SNISB_20230720.2833;2833;6309.0;*84600567134;;Irrigação;RS;SANTA MARIA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0408/2015;Sim;0408/2015;;Não;Não;;Não;5,9;0.0;0.036;0.0;Terra;;79692.0;Rio Vacacaí-mirim;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-29.77278;-53.5375;mínima;Sim;Sim;Sim;5.9;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;6561.0;4316907;Santa Maria;Central;8;POINT (-53.53750000 -29.77278000)
2833;Cadastro_SNISB_20230720.2834;2834;6315.0;*49570567095;;Irrigação;RS;RESTINGA SECA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0919/09;Sim;0919/09;;Não;Não;;Não;7,3;0.0;0.44;0.0;Terra;;79692.0;Rio Vacacaí-mirim;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-29.75111;-53.52444;mínima;Sim;Sim;Sim;7.3;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;6562.0;4315503;Restinga Sêca;Jacuí Centro;8;POINT (-53.52444000 -29.75111000)
2834;Cadastro_SNISB_20230720.2835;2835;6316.0;*76900500069;;Irrigação;RS;BOA VISTA DO INCRA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1708/2008;Sim;1708/2008;;Não;Não;;Não;6;0.0;0.058;0.0;Terra;;7969664.0;Lajeado do Zinco;Região Hidrográfica ATLÂNTICO SUL;Alto Jacuí;;;;;;-28.85528;-53.52194;mínima;Sim;Sim;Sim;6.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;6563.0;4302238;Boa Vista do Incra;Alto Jacuí;8;POINT (-53.52194000 -28.85528000)
2836;Cadastro_SNISB_20230720.2837;2837;6326.0;*89090500034;;Irrigação;RS;CRUZ ALTA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;204/2003;Sim;204/2003;;Não;Não;;Não;9;0.0;0.698;0.0;Terra;;7969844.0;Arroio Lagoão;Região Hidrográfica ATLÂNTICO SUL;Alto Jacuí;;;;;;-28.58194;-53.43917;mínima;Sim;Sim;Sim;9.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;6581.0;4306106;Cruz Alta;Alto Jacuí;8;POINT (-53.43917000 -28.58194000)
2838;Cadastro_SNISB_20230720.2839;2839;6343.0;*132000000000;;Irrigação;RS;IBIRUBÁ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1753/2008;Sim;1753/2008;;Não;Não;;Não;7;0.0;0.092;0.0;Terra;;7969844.0;Arroio Lagoão;Região Hidrográfica ATLÂNTICO SUL;Alto Jacuí;;;;;;-28.59972;-53.38667;mínima;Sim;Sim;Sim;7.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;6583.0;4310009;Ibirubá;Alto Jacuí;8;POINT (-53.38667000 -28.59972000)
2839;Cadastro_SNISB_20230720.2840;2840;6346.0;*51860567120;;Irrigação;RS;SÃO SEPÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0055/13;Sim;0055/13;;Não;Não;;Não;7,5;0.0;0.586;0.0;Terra;;7968412.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Vacacaí-Vacacaí Mirim;;;;;;-30.09528;-53.37778;mínima;Sim;Sim;Sim;7.5;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;6584.0;4319604;São Sepé;Jacuí Centro;8;POINT (-53.37778000 -30.09528000)
2841;Cadastro_SNISB_20230720.2842;2842;6739.0;# Rogério Bobsim Martins;;Dessedentação Animal;RS;ITATI;Não Classificado;Alto;Rogério Bobsim Martins;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0919/12;;Não;Não;;Não;;0.0;0.008;0.0;Sem Informação;;7959474.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Tramandaí;;;;;;-29.53296;-50.11094;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;6593.0;4310652;Itati;Litoral;4;POINT (-50.11094000 -29.53296000)
2842;Cadastro_SNISB_20230720.2843;2843;6744.0;# Rochedo Empreendimentos Imobiliários ltda;;Irrigação;RS;XANGRI-LÁ;Não Classificado;Alto;Rochedo Empreendimentos Imobiliários ltda;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;GAB 264/15;;Não;Não;;Não;;0.0;0.004;0.0;Sem Informação;;0.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Tramandaí;;;;;;-29.78889;-50.04389;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;6594.0;4323804;Xangri-lá;Litoral;4;POINT (-50.04389000 -29.78889000)
2843;Cadastro_SNISB_20230720.2844;2844;6746.0;# Rochedo Empreendimentos Imobiliários ltda;;Irrigação;RS;XANGRI-LÁ;Não Classificado;Alto;Rochedo Empreendimentos Imobiliários ltda;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;GAB 264/15;;Não;Não;;Não;;0.0;0.008;0.0;Sem Informação;;0.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Tramandaí;;;;;;-29.79;-50.04194;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;6595.0;4323804;Xangri-lá;Litoral;4;POINT (-50.04194000 -29.79000000)
2853;Cadastro_SNISB_20230720.2854;2854;6555.0;# Luis Ribeiro Feijó;;Irrigação;RS;BARRA DO RIBEIRO;Não Classificado;Alto;Luis Ribeiro Feijó;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0249/07;;Não;Não;;Não;;0.0;1.211;1450.0;Sem Informação;;79722.0;Arroio das Capivaras;Região Hidrográfica ATLÂNTICO SUL;Lago Guaíba;;;;;;-30.28167;-51.3925;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;6746.0;4301909;Barra do Ribeiro;Centro Sul;1;POINT (-51.39250000 -30.28167000)
2855;Cadastro_SNISB_20230720.2856;2856;6560.0;# Agropecuária Timbaúva LTDA;;Irrigação;RS;BARRA DO RIBEIRO;Não Classificado;Alto;Agropecuária Timbaúva LTDA;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0066/07;;Não;Não;;Não;;0.0;0.093;210.0;Sem Informação;;79732.0;Arroio Araçá;Região Hidrográfica ATLÂNTICO SUL;Lago Guaíba;;;;;;-30.43722;-51.38472;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;6748.0;4301909;Barra do Ribeiro;Centro Sul;1;POINT (-51.38472000 -30.43722000)
2856;Cadastro_SNISB_20230720.2857;2857;6578.0;# José Taylor Castro Fagundes;;Irrigação;RS;BARRA DO RIBEIRO;Não Classificado;Alto;José Taylor Castro Fagundes;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0840/12;;Não;Não;;Não;;0.0;0.359;122.96;Sem Informação;;79732.0;Arroio Araçá;Região Hidrográfica ATLÂNTICO SUL;Lago Guaíba;;;;;;-30.45472;-51.31611;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;6749.0;4301909;Barra do Ribeiro;Centro Sul;1;POINT (-51.31611000 -30.45472000)
2857;Cadastro_SNISB_20230720.2858;2858;6579.0;# Maria Inês Blessmann Berta;;Irrigação;RS;BARRA DO RIBEIRO;Não Classificado;Alto;Maria Inês Blessmann Berta;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0797/06;;Não;Não;;Não;;0.0;0.96;0.0;Sem Informação;;79732.0;Arroio Araçá;Região Hidrográfica ATLÂNTICO SUL;Lago Guaíba;;;;;;-30.41;-51.3125;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;6750.0;4301909;Barra do Ribeiro;Centro Sul;1;POINT (-51.31250000 -30.41000000)
2860;Cadastro_SNISB_20230720.2861;2861;6625.0;# Haroldo Olivo;;Irrigação;RS;GRAVATAÍ;Não Classificado;Alto;Haroldo Olivo;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0527/17;;Não;Não;;Não;;0.0;0.637;1560.0;Sem Informação;;79598.0;Rio Gravataí;Região Hidrográfica ATLÂNTICO SUL;Gravataí;;;;;;-30.00417;-50.90611;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;6768.0;4309209;Gravataí;Metropolitano Delta do Jacuí;1;POINT (-50.90611000 -30.00417000)
2862;Cadastro_SNISB_20230720.2863;2863;6635.0;# Haroldo Olivo;;Irrigação;RS;GRAVATAÍ;Não Classificado;Alto;Haroldo Olivo;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0527/17;;Não;Não;;Não;;0.0;0.756;2878.0;Sem Informação;;79598.0;Rio Gravataí;Região Hidrográfica ATLÂNTICO SUL;Gravataí;;;;;;-30.01139;-50.88139;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;6770.0;4309209;Gravataí;Metropolitano Delta do Jacuí;1;POINT (-50.88139000 -30.01139000)
2863;Cadastro_SNISB_20230720.2864;2864;6670.0;# Agropecuária Santa Terezinha LTDA;;Irrigação;RS;GLORINHA;Não Classificado;Alto;Agropecuária Santa Terezinha LTDA;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;1866/08;;Não;Não;;Não;;0.0;1.72;1447.0;Sem Informação;;795986.0;Arroio Grande;Região Hidrográfica ATLÂNTICO SUL;Gravataí;;;;;;-29.94194;-50.7425;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;6780.0;4309050;Glorinha;Metropolitano Delta do Jacuí;1;POINT (-50.74250000 -29.94194000)
2864;Cadastro_SNISB_20230720.2865;2865;6673.0;# Emílio Serini;;Irrigação;RS;TAQUARA;Não Classificado;Alto;Emílio Serini;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0222/09;;Não;Não;;Não;;0.0;0.002;0.0;Sem Informação;;79624.0;Rio da Ilha;Região Hidrográfica ATLÂNTICO SUL;Sinos;;;;;;-29.60528;-50.69777;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;6781.0;4321204;Taquara;Paranhana Encosta da Serra;1;POINT (-50.69777000 -29.60528000)
2865;Cadastro_SNISB_20230720.2866;2866;6675.0;# Emílio Serini;;Irrigação;RS;TAQUARA;Não Classificado;Alto;Emílio Serini;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0222/07;;Não;Não;;Não;;0.0;0.008;0.0;Sem Informação;;79624.0;Rio da Ilha;Região Hidrográfica ATLÂNTICO SUL;Sinos;;;;;;-29.60611;-50.69666;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;6782.0;4321204;Taquara;Paranhana Encosta da Serra;1;POINT (-50.69666000 -29.60611000)
2866;Cadastro_SNISB_20230720.2867;2867;6688.0;*102000000000;;Irrigação;RS;SÃO FRANCISCO DE PAULA;Não Classificado;Alto;Transporte e Comércio de Hortigranjeiros D´agostini;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;040/2013;Sim;040/2013;;Não;Não;;Não;;0.0;0.085;0.0;Terra;;796694.0;Lajeado Grande;Região Hidrográfica ATLÂNTICO SUL;Taquari-Antas;;;;;;-29.10972;-50.65111;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;6794.0;4318200;São Francisco de Paula;Hortênsias;3;POINT (-50.65111000 -29.10972000)
3441;Cadastro_SNISB_20230720.3442;3442;21814.0;HADLER EMPREENDIMENTOS E PARTICIPACOES LTDA;;Irrigação;RS;CAPÃO DO LEÃO;Alto;Alto;HADLER EMPREENDIMENTOS E PARTICIPACOES LTDA;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;2020/005.881;Sim;O-001.835/2020;Não;Não;Não;;Não;10;10.0;6.689;0.0;Sem Informação;;798214.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Mirim São Gonçalo;;;;Não;;-31.82214;-52.62933;boa;Sim;Sim;Sim;10.0;"7,5 m &lt; h &lt; 15 m";Sim;Média;Sim;Sim;Sim;Não;Não;Não;1;7472.0;4304663;Capão do Leão;Sul;5;POINT (-52.62933000 -31.82214000)
3772;Cadastro_SNISB_20230720.3773;3773;24265.0;CGH Linha Granja Velha - GRANJA VELHA;;Hidroelétrica;RS;TAQUARUÇU DO SUL;Alto;Baixo;CRELUZ - COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;1504;Não;SKI5On7J6eI3AZ3;;Não;Não;;Não;3,5;1.5;0.051;30.0;Concreto convencional;;827564.0;Rio Fortaleza;Região Hidrográfica do URUGUAI;Várzea;;;;;Operação;-27.4275;-53.5408;ótima;Sim;Sim;Sim;3.5;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;8545.0;4321329;Taquaruçu do Sul;Médio Alto Uruguai;9;POINT (-53.54080000 -27.42750000)
3773;Cadastro_SNISB_20230720.3774;3774;24112.0;CGH Morrinhos  - MORRINHOS;;Hidroelétrica;RS;BARÃO DO TRIUNFO;Alto;Baixo;MORRINHOS GERAÇÃO E COMÉRCIO DE ENERGIA ELÉTRICA LTDA;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;2433;Não;AFUBnCJtFM8J7Mh;;Não;Não;;Não;1,25;7.15;0.75;75.1;Concreto convencional;;796564.0;Arroio dos Cachorros;Região Hidrográfica ATLÂNTICO SUL;Baixo Jacuí;;;;;Operação;-30.3175;-51.8644;ótima;Sim;Sim;Sim;7.15;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;8565.0;4301750;Barão do Triunfo;Centro Sul;1;POINT (-51.86440000 -30.31750000)
3774;Cadastro_SNISB_20230720.3775;3775;24133.0;CGH Toca - Toca;;Hidroelétrica;RS;SÃO FRANCISCO DE PAULA;Alto;Baixo;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;2799;Não;A5eQ4PU8KSG23JQ;;Não;Não;;Não;5;5.0;0.01;68.0;Concreto convencional;;7964.0;Rio Caí;Região Hidrográfica ATLÂNTICO SUL;Caí;;;;;Operação;-29.2892;-50.7406;ótima;Sim;Sim;Sim;5.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;8585.0;4318200;São Francisco de Paula;Hortênsias;3;POINT (-50.74060000 -29.28920000)
3775;Cadastro_SNISB_20230720.3776;3776;23940.0;CGH Abaúna  - CGH Abaúna;;Hidroelétrica;RS;FLORIANO PEIXOTO;Alto;Baixo;Cooperativa de Geração de Energia e Desenvolvimento;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;1307;Não;38PM4P8eUYU3F65;;Não;Não;;Não;2,15;2.15;0.071;39.23;Concreto convencional;;827966.0;Rio Abaúna;Região Hidrográfica do URUGUAI;Apuaê-Inhandava;;;;;Operação;-27.8225;-52.0931;ótima;Sim;Sim;Sim;2.15;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;8607.0;4308250;Floriano Peixoto;Norte;9;POINT (-52.09310000 -27.82250000)
3776;Cadastro_SNISB_20230720.3777;3777;24006.0;CGH Dona Mirian - Barragem Lajeado dos Ivos;;Hidroelétrica;RS;CAPÃO BONITO DO SUL;Alto;Baixo;Consultoria Agropecuária Magrin Ltda;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;1476;Não;IAP93eCJYYQKBMG;;Não;Não;;Não;4,2;4.2;0.025;60.05;Concreto convencional;;82798.0;Lajeado dos Ivos;Região Hidrográfica do URUGUAI;Apuaê-Inhandava;;;;;Operação;-28.1608;-51.5008;ótima;Sim;Sim;Sim;4.2;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;8654.0;4304622;Capão Bonito do Sul;Nordeste;9;POINT (-51.50080000 -28.16080000)
3777;Cadastro_SNISB_20230720.3778;3778;27394.0;Maria Helena Brum;;Irrigação;RS;CERRITO;Médio;Alto;Maria Helena Brum;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;2022/005.809;Sim;003.145/2022;;Não;Não;;Não;6,7;6.7;0.445;0.0;Sem Informação;;798224.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Mirim São Gonçalo;;;;Não;;-31.82817;-52.755;boa;Sim;Sim;Sim;6.7;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;8890.0;4305124;Cerrito;Sul;5;POINT (-52.75500000 -31.82817000)
3780;Cadastro_SNISB_20230720.3781;3781;27414.0;Maria Helena Brum;;Irrigação;RS;CERRITO;Médio;Alto;Maria Helena Brum;Pessoa Física;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;2022/005.846;Sim;30132022;;Não;Não;;Não;3,9;3.9;0.149;0.0;Sem Informação;;798224.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Mirim São Gonçalo;;;;Não;;-31.83031;-52.74792;boa;Sim;Sim;Sim;3.9;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;8916.0;4305124;Cerrito;Sul;5;POINT (-52.74792000 -31.83031000)
3783;Cadastro_SNISB_20230720.3784;3784;291.0;1360/12;;Irrigação;RS;ENCRUZILHADA DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,5485056711e+11;Sim;1360/12;;Não;Não;;Não;4,28;4.28;0.25;0.0;Sem Informação;;7976.0;Rio Camaquã;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-30.90833;-52.57556;mínima;Sim;Sim;Sim;4.28;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;8968.0;4306908;Encruzilhada do Sul;Vale do Rio Pardo;2;POINT (-52.57556000 -30.90833000)
3785;Cadastro_SNISB_20230720.3786;3786;167.0;1254/08;;Irrigação;RS;DOM PEDRITO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0.0;Sim;1254/08;;Não;Não;;Não;8,1;8.1;2.59;0.0;Sem Informação;;8268644.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.83386;-54.95819;mínima;Sim;Sim;Sim;8.1;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;8974.0;4306601;Dom Pedrito;Campanha;6;POINT (-54.95819000 -30.83386000)
3786;Cadastro_SNISB_20230720.3787;3787;272.0;1036/11;;Irrigação;RS;CRISTAL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;89150567091;Sim;1036/11;;Não;Não;;Não;4,25;4.25;1.04;0.0;Sem Informação;;7975824.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-30.96444;-51.89444;mínima;Sim;Sim;Sim;4.25;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;8975.0;4306056;Cristal;Centro Sul;1;POINT (-51.89444000 -30.96444000)
3788;Cadastro_SNISB_20230720.3789;3789;182.0;0550/2008;;Irrigação;RS;TAPES;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;420500073;Sim;0550/2008;;Não;Não;;Não;4;4.0;2.46;0.0;Sem Informação;;79736.0;Arroio Teixeira;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-30.6575;-51.50611;mínima;Sim;Sim;Sim;4.0;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;8985.0;4321105;Tapes;Centro Sul;1;POINT (-51.50611000 -30.65750000)
3789;Cadastro_SNISB_20230720.3790;3790;241.0;0865/06;;Irrigação;RS;CRISTAL;Não Classificado;Alto;Corticeiras Empreendimentos e Participações LTDA;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;96260500059;Sim;0865/06;;Não;Não;;Não;4,35;4.35;0.19;0.0;Sem Informação;;797616.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-30.97306;-51.95528;média;Sim;Sim;Sim;4.35;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;8986.0;4306056;Cristal;Centro Sul;1;POINT (-51.95528000 -30.97306000)
3791;Cadastro_SNISB_20230720.3792;3792;273.0;1036/11;;Irrigação;RS;CRISTAL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;89150567091;Sim;1036/11;;Não;Não;;Não;2,5;2.5;0.99;0.0;Sem Informação;;7975824.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-30.95528;-51.92472;mínima;Sim;Sim;Sim;2.5;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;8988.0;4306056;Cristal;Centro Sul;1;POINT (-51.92472000 -30.95528000)
3793;Cadastro_SNISB_20230720.3794;3794;310.0;1415/13;;Irrigação;RS;BAGÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;74380567133;Sim;1415/13;;Não;Não;;Não;6,5;6.5;1.91;0.0;Sem Informação;;822696.0;Arroio São Luís;Região Hidrográfica do URUGUAI;Negro;;;;;;-31.5625;-54.45278;mínima;Sim;Sim;Sim;6.5;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;8994.0;4301602;Bagé;Campanha;6;POINT (-54.45278000 -31.56250000)
3795;Cadastro_SNISB_20230720.3796;3796;191.0;0550/2008;;Irrigação;RS;TAPES;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;420500073;Sim;0550/2008;;Não;Não;;Não;3,65;3.65;0.82;0.0;Sem Informação;;79738.0;Sanga das Capivaras;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-30.69306;-51.50528;mínima;Sim;Sim;Sim;3.65;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;8997.0;4321105;Tapes;Centro Sul;1;POINT (-51.50528000 -30.69306000)
3800;Cadastro_SNISB_20230720.3801;3801;198.0;0590/10;;Irrigação;RS;SÃO LOURENÇO DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,683405671e+11;Sim;0590/10;;Não;Não;;Não;3,8;3.8;0.98;0.0;Sem Informação;;797724.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-31.25083;-51.92;mínima;Sim;Sim;Sim;3.8;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;9007.0;4318804;São Lourenço do Sul;Sul;5;POINT (-51.92000000 -31.25083000)
3802;Cadastro_SNISB_20230720.3803;3803;179.0;0541/09;;Irrigação;RS;TAPES;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,4335056709e+11;Sim;0541/09;;Não;Não;;Não;8;8.0;2.2;0.0;Sem Informação;;79738.0;Sanga das Capivaras;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-30.73028;-51.51694;mínima;Sim;Sim;Sim;8.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;9011.0;4321105;Tapes;Centro Sul;1;POINT (-51.51694000 -30.73028000)
3807;Cadastro_SNISB_20230720.3808;3808;358.0;1752/09;;Irrigação;RS;TAPES;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;31920567096;Sim;1752/09;;Não;Não;;Não;2;2.0;0.07;0.0;Sem Informação;;79738.0;Sanga das Capivaras;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-30.73639;-51.51667;mínima;Sim;Sim;Sim;2.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;9016.0;4321105;Tapes;Centro Sul;1;POINT (-51.51667000 -30.73639000)
